0,-1
1,-4
2,-6
3,-7
4,-9
5,-10
6,-13
7,-15
8,-17
9,-17
10,-18
11,-21
12,-23
13,-23
14,-25
15,-26
16,-29
17,-32
18,-36
19,-36
20,-37
21,-39
22,-42
23,-42
24,-43
25,-44
26,-47
27,-49
28,-51
29,-51
30,-51
31,-53
32,-56
33,-60
34,-60
35,-61
36,-63
37,-64
38,-66
39,-66
40,-67
41,-69
42,-70
43,-72
44,-72
45,-73
46,-76
47,-78
48,-78
49,-78
50,-79
51,-82
52,-85
53,-89
54,-89
55,-90
56,-92
57,-95
58,-95
59,-96
60,-97
61,-100
62,-102
63,-104
64,-104
65,-104
66,-106
67,-109
68,-113
69,-113
70,-114
71,-116
72,-117
73,-119
74,-119
75,-120
76,-122
77,-123
78,-125
79,-125
80,-126
81,-129
82,-131
83,-131
84,-131
85,-132
86,-135
87,-138
88,-142
89,-142
90,-143
91,-145
92,-148
93,-148
94,-149
95,-150
96,-153
97,-155
98,-157
99,-157
100,-157
101,-159
102,-162
103,-166
104,-166
105,-167
106,-169
107,-170
108,-172
109,-172
110,-173
111,-175
112,-176
113,-178
114,-178
115,-179
116,-182
117,-184
118,-184
119,-184
120,-185
121,-188
122,-191
123,-195
124,-195
125,-196
126,-198
127,-201
128,-201
129,-202
130,-203
131,-206
132,-208
133,-210
134,-210
135,-210
136,-212
137,-215
138,-219
139,-219
140,-220
141,-222
142,-223
143,-225
144,-225
145,-226
146,-228
147,-229
148,-231
149,-231
150,-232
151,-235
152,-237
153,-237
154,-237
155,-238
156,-241
157,-244
158,-248
159,-248
160,-249
161,-251
162,-254
163,-254
164,-255
165,-256
166,-259
167,-261
168,-263
169,-263
170,-263
171,-265
172,-268
173,-272
174,-272
175,-273
176,-275
177,-276
178,-278
179,-278
180,-279
181,-281
182,-282
183,-284
184,-284
185,-285
186,-288
187,-290
188,-290
189,-290
190,-291
191,-294
192,-297
193,-301
194,-301
195,-302
196,-304
197,-307
198,-307
199,-308
200,-309
201,-312
202,-314
203,-316
204,-316
205,-316
206,-318
207,-321
208,-325
209,-325
210,-326
211,-328
212,-329
213,-331
214,-331
215,-332
216,-334
217,-335
218,-337
219,-337
220,-338
221,-341
222,-343
223,-343
224,-343
225,-344
226,-347
227,-350
228,-354
229,-354
230,-355
231,-357
232,-360
233,-360
234,-361
235,-362
236,-365
237,-367
238,-369
239,-369
240,-369
241,-371
242,-374
243,-378
244,-378
245,-379
246,-381
247,-382
248,-384
249,-384
250,-385
251,-387
252,-388
253,-390
254,-390
255,-391
256,-394
257,-396
258,-396
259,-396
260,-397
261,-400
262,-403
263,-407
264,-407
265,-408
266,-410
267,-413
268,-413
269,-414
270,-415
271,-418
272,-420
273,-422
274,-422
275,-422
276,-424
277,-427
278,-431
279,-431
