0,-1
1,-3
2,-4
3,-6
4,-6
5,-7
6,-10
7,-12
8,-13
9,-14
10,-14
11,-17
12,-20
13,-22
14,-24
15,-25
16,-28
17,-31
18,-35
19,-35
20,-36
21,-38
22,-40
23,-42
24,-44
25,-45
26,-48
27,-51
28,-53
29,-55
30,-56
31,-59
32,-62
33,-62
34,-62
35,-63
36,-66
37,-69
38,-73
39,-73
40,-74
41,-77
42,-79
43,-79
44,-79
45,-80
46,-83
47,-86
48,-88
49,-88
50,-89
51,-91
52,-92
53,-94
54,-94
55,-95
56,-97
57,-98
58,-101
59,-101
60,-101
61,-102
62,-104
63,-106
64,-106
65,-107
66,-110
67,-110
68,-114
69,-114
70,-114
71,-116
72,-118
73,-118
74,-118
75,-118
76,-120
77,-123
78,-123
79,-124
80,-125
81,-128
82,-130
83,-132
84,-132
85,-132
86,-134
87,-136
88,-140
89,-142
90,-143
91,-146
92,-149
93,-153
94,-155
95,-156
96,-159
97,-159
98,-162
99,-162
100,-162
101,-164
102,-164
103,-166
104,-168
105,-169
106,-172
107,-174
108,-176
109,-176
110,-177
111,-179
112,-180
113,-182
114,-182
115,-183
116,-185
117,-186
118,-188
119,-188
120,-189
121,-192
122,-195
123,-197
124,-197
125,-198
126,-200
127,-201
128,-203
129,-203
130,-204
131,-207
132,-209
133,-211
134,-213
135,-214
136,-216
137,-219
138,-219
139,-220
140,-221
141,-224
142,-224
143,-228
144,-228
145,-228
146,-231
147,-231
148,-235
149,-235
150,-236
151,-239
152,-242
153,-244
154,-244
155,-245
156,-248
157,-250
158,-251
159,-252
160,-253
161,-256
162,-259
163,-259
164,-259
165,-260
166,-263
167,-266
168,-266
169,-266
170,-267
171,-269
172,-270
173,-272
174,-272
175,-272
176,-275
177,-275
178,-278
179,-278
180,-279
181,-282
182,-285
183,-287
184,-289
185,-290
186,-292
187,-295
188,-299
189,-299
190,-300
191,-303
192,-306
193,-308
194,-308
195,-309
196,-312
197,-314
198,-315
199,-317
200,-318
201,-321
202,-323
203,-327
204,-327
205,-327
206,-329
207,-331
208,-332
209,-334
210,-334
211,-336
212,-339
213,-343
214,-343
215,-344
216,-347
217,-347
218,-351
219,-353
220,-354
221,-357
222,-360
223,-362
224,-364
225,-365
226,-368
227,-370
228,-370
229,-370
230,-371
231,-374
232,-377
233,-379
234,-379
235,-380
236,-383
237,-385
238,-389
239,-389
240,-390
241,-393
242,-395
243,-395
244,-395
245,-395
246,-397
247,-398
248,-401
249,-401
250,-402
251,-405
252,-408
253,-412
254,-412
255,-413
256,-416
257,-418
258,-418
259,-420
260,-421
261,-423
262,-424
263,-426
264,-426
265,-427
266,-430
267,-432
268,-436
269,-438
270,-438
271,-440
272,-443
273,-445
274,-447
275,-448
276,-450
277,-451
278,-454
279,-456
280,-456
281,-459
282,-459
283,-459
284,-459
285,-460
286,-463
287,-465
288,-467
289,-467
290,-468
291,-471
292,-473
293,-473
294,-473
295,-474
296,-477
297,-477
298,-481
299,-483
300,-484
301,-486
302,-489
303,-489
304,-490
305,-491
306,-494
307,-497
308,-499
309,-499
310,-500
311,-503
312,-506
313,-506
314,-506
315,-507
316,-509
317,-512
318,-514
319,-514
320,-515
321,-518
322,-521
323,-521
324,-521
325,-522
326,-525
327,-528
328,-532
329,-532
330,-533
331,-536
332,-536
333,-539
334,-541
335,-542
336,-545
337,-545
338,-549
339,-549
340,-550
341,-553
342,-556
343,-556
344,-556
345,-557
346,-560
347,-563
348,-565
349,-565
350,-566
351,-569
352,-572
353,-572
354,-572
355,-573
356,-576
357,-579
358,-579
359,-581
360,-582
361,-585
362,-588
363,-588
364,-590
365,-591
366,-594
367,-594
368,-597
369,-597
370,-597
371,-599
372,-602
373,-602
374,-602
375,-603
376,-606
377,-608
378,-608
379,-608
380,-609
381,-612
382,-615
383,-615
384,-617
385,-618
386,-619
387,-621
388,-622
389,-622
390,-623
391,-625
392,-628
393,-628
394,-629
395,-630
396,-633
397,-636
398,-638
399,-640
400,-641
401,-644
402,-647
403,-649
404,-649
405,-650
406,-653
407,-655
408,-655
409,-655
410,-656
411,-659
412,-662
413,-662
414,-664
415,-665
416,-668
417,-671
418,-671
419,-671
420,-672
421,-675
422,-677
423,-677
424,-677
425,-678
426,-681
427,-684
428,-688
429,-688
430,-689
431,-692
432,-695
433,-699
434,-699
435,-700
436,-703
437,-705
438,-707
439,-709
440,-710
441,-713
442,-715
443,-719
444,-719
445,-720
446,-722
447,-725
448,-725
449,-725
450,-726
451,-729
452,-732
453,-734
454,-736
455,-736
456,-738
457,-741
458,-743
459,-743
460,-744
461,-744
462,-747
463,-749
464,-749
465,-750
466,-753
467,-755
468,-755
469,-755
470,-755
471,-757
472,-760
473,-760
474,-760
475,-761
476,-763
477,-766
478,-766
479,-768
480,-769
481,-771
482,-773
483,-775
484,-775
485,-776
486,-779
487,-781
488,-781
489,-781
490,-782
491,-784
492,-785
493,-787
494,-787
495,-787
496,-789
497,-792
498,-792
499,-792
500,-793
501,-795
502,-798
503,-798
504,-798
505,-799
506,-801
507,-804
508,-804
509,-806
510,-807
511,-810
512,-813
513,-817
514,-819
515,-820
516,-823
517,-823
518,-826
519,-826
520,-827
521,-830
522,-832
523,-832
524,-832
525,-833
526,-836
527,-836
528,-838
529,-838
530,-839
531,-842
532,-842
533,-844
534,-844
535,-845
536,-848
537,-851
538,-851
539,-853
540,-854
541,-857
542,-857
543,-859
544,-859
545,-860
546,-863
547,-865
548,-869
549,-871
550,-872
551,-875
552,-877
553,-879
554,-879
555,-880
556,-883
557,-885
558,-889
559,-889
560,-890
561,-893
562,-896
563,-898
564,-900
565,-900
566,-900
567,-903
568,-907
569,-907
570,-908
571,-911
572,-914
573,-914
574,-916
575,-917
576,-920
577,-923
578,-925
579,-925
580,-926
581,-929
582,-932
583,-932
584,-932
585,-933
586,-936
587,-938
588,-940
589,-942
590,-943
591,-946
592,-948
593,-948
594,-950
595,-951
596,-954
597,-957
598,-961
599,-961
600,-962
601,-965
602,-968
603,-968
604,-968
605,-969
606,-971
607,-973
608,-974
609,-974
610,-974
611,-977
612,-979
613,-981
614,-981
615,-982
616,-985
617,-987
618,-991
619,-993
620,-994
621,-996
622,-997
623,-999
624,-1001
625,-1001
626,-1004
627,-1004
628,-1004
629,-1006
630,-1007
631,-1010
632,-1010
633,-1012
634,-1012
635,-1013
636,-1015
637,-1016
638,-1020
639,-1022
640,-1023
641,-1025
642,-1026
643,-1029
644,-1029
645,-1029
646,-1031
647,-1034
648,-1038
649,-1040
650,-1041
651,-1044
652,-1047
653,-1047
654,-1047
655,-1048
656,-1051
657,-1053
658,-1055
659,-1057
660,-1058
661,-1061
662,-1061
663,-1064
664,-1066
665,-1067
666,-1070
667,-1072
668,-1073
669,-1075
670,-1076
671,-1079
672,-1082
673,-1086
674,-1086
675,-1087
676,-1090
677,-1092
678,-1096
679,-1098
680,-1099
681,-1101
682,-1104
683,-1104
684,-1105
685,-1106
686,-1108
687,-1111
688,-1111
689,-1111
690,-1111
691,-1114
692,-1117
693,-1117
694,-1117
695,-1118
696,-1121
697,-1123
698,-1125
699,-1125
700,-1126
701,-1129
702,-1131
703,-1131
704,-1133
705,-1134
706,-1136
707,-1138
708,-1140
709,-1142
710,-1143
711,-1146
712,-1146
713,-1148
714,-1148
715,-1148
716,-1151
717,-1153
718,-1155
719,-1155
720,-1156
721,-1159
722,-1161
723,-1161
724,-1162
725,-1163
726,-1166
727,-1168
728,-1172
729,-1172
730,-1173
731,-1175
732,-1178
733,-1180
734,-1180
735,-1181
736,-1183
737,-1186
738,-1188
739,-1188
740,-1189
741,-1192
742,-1195
743,-1195
744,-1195
745,-1196
746,-1199
747,-1202
748,-1202
749,-1202
750,-1203
751,-1206
752,-1208
753,-1210
754,-1210
755,-1211
756,-1213
757,-1214
758,-1214
759,-1216
760,-1217
761,-1220
762,-1223
763,-1223
764,-1223
765,-1224
766,-1227
767,-1229
768,-1229
769,-1229
770,-1230
771,-1233
772,-1235
773,-1237
774,-1237
775,-1238
776,-1241
777,-1244
778,-1248
779,-1248
780,-1248
781,-1248
782,-1251
783,-1253
784,-1253
785,-1254
786,-1257
787,-1257
788,-1258
789,-1258
790,-1259
791,-1262
792,-1264
793,-1268
794,-1270
795,-1271
796,-1274
797,-1277
798,-1279
799,-1279
800,-1280
801,-1283
802,-1286
803,-1286
804,-1286
805,-1287
806,-1290
807,-1293
808,-1295
809,-1297
810,-1298
811,-1301
812,-1301
813,-1304
814,-1304
815,-1304
816,-1305
817,-1308
818,-1310
819,-1312
820,-1313
821,-1316
822,-1319
823,-1321
824,-1321
825,-1322
826,-1325
827,-1325
828,-1325
829,-1327
830,-1328
831,-1331
832,-1333
833,-1334
834,-1336
835,-1337
836,-1339
837,-1342
838,-1344
839,-1346
840,-1347
841,-1349
842,-1352
843,-1356
844,-1356
845,-1357
846,-1360
847,-1363
848,-1363
849,-1363
850,-1363
851,-1365
852,-1365
853,-1367
854,-1369
855,-1370
856,-1372
857,-1375
858,-1377
859,-1379
860,-1380
861,-1382
862,-1385
863,-1385
864,-1387
865,-1388
866,-1391
867,-1394
868,-1394
869,-1396
870,-1397
871,-1400
872,-1403
873,-1405
874,-1407
875,-1407
876,-1409
877,-1412
878,-1412
879,-1414
880,-1415
881,-1418
882,-1420
883,-1422
884,-1424
885,-1424
886,-1424
887,-1427
888,-1428
889,-1428
890,-1429
891,-1432
892,-1435
893,-1437
894,-1439
895,-1440
896,-1443
897,-1446
898,-1448
899,-1450
900,-1451
901,-1453
902,-1455
903,-1459
904,-1459
905,-1460
906,-1463
907,-1466
908,-1466
909,-1468
910,-1469
911,-1472
912,-1475
913,-1477
914,-1477
915,-1478
916,-1481
917,-1481
918,-1484
919,-1484
920,-1484
921,-1485
922,-1487
923,-1491
924,-1491
925,-1492
926,-1495
927,-1498
928,-1502
929,-1502
930,-1503
931,-1505
932,-1506
933,-1508
934,-1510
935,-1511
936,-1511
937,-1514
938,-1514
939,-1514
940,-1515
941,-1518
942,-1521
943,-1523
944,-1523
945,-1524
946,-1527
947,-1530
948,-1530
949,-1530
950,-1531
951,-1534
952,-1537
953,-1539
954,-1541
955,-1542
956,-1545
957,-1548
958,-1550
959,-1550
960,-1550
961,-1553
962,-1555
963,-1557
964,-1557
965,-1557
966,-1559
967,-1561
968,-1563
969,-1563
970,-1563
971,-1566
972,-1569
973,-1569
974,-1569
975,-1570
976,-1572
977,-1573
978,-1575
979,-1575
980,-1576
981,-1579
982,-1579
983,-1581
984,-1581
985,-1582
